NCM;EX;DESCRICAO;ALIQUOTA
39232110;;De capacidade inferior ou igual a 1.000 cm3 ;9,75
39232190;;Outros ;9,75
392329;;-- De outro plástico;
39232910;;De capacidade inferior ou igual a 1.000 cm3 ;9,75
39232990;;Outros ;15
39233;;- Garrafões, garrafas, frascos e artigos semelhantes;
39233010;;Recipientes para gás liquefeito de petróleo (GLP) ;9,75
39233090;;Outros ;9,75
39233090;01;Esboços de garrafas de plástico, fechados em uma extremidade e aberta na outra, munida de uma rosca sobre a qual irá adaptar-se a uma tampa roscada, devendo a parte abaixo da rosca ser transformada, posteriormente, para que seja obtida a dimensão e forma desejadas;0
39234000;;- Bobinas, carretéis, canelas e suportes semelhantes ;6,5
39235000;;- Rolhas, tampas, cápsulas e outros dispositivos para fechar recipientes ;5
392390;;- Outros ;
39239010;;Paletes simples, paletes-caixas e outros estrados para carga, taipais de paletes;15
39239090;;Outros;15
3924;;Serviços de mesa, artigos de cozinha, outros artigos de uso doméstico e artigos de higiene ou de toucador, de plástico.;
39241000;;- Serviços de mesa e outros utensílios de mesa ou de cozinha ;6,5
39249000;;- Outros ;6,5
3925;;Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições.;
39251000;;- Reservatórios, cisternas, cubas e recipientes análogos, de capacidade superior a 300 l ;0
39252000;;- Portas, janelas e seus caixilhos, alizares e soleiras ;0
39253000;;- Postigos, estores (incluindo as venezianas) e artigos semelhantes, e suas partes ;3,25
39259;;- Outros;
39259010;;De poliestireno expandido (EPS) ;3,25
39259090;;Outros ;3,25
3926;;Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.;
39261000;;- Artigos de escritório e artigos escolares ;9,75
39262000;;- Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes) ;3,25
39262000;01;Cintos;6,5
39263000;;- Guarnições para móveis, carroçarias ou semelhantes ;3,25
39264000;;- Estatuetas e outros objetos de ornamentação ;13
39269;;- Outras;
39269010;;Arruelas (anilhas) ;6,5
3926902;;Correias de transmissão e correias transportadoras;
39269021;;De transmissão ;6,5
39269022;;Transportadoras ;6,5
39269030;;Bolsas para uso em medicina (hemodiálise e usos semelhantes) ;0
39269040;;Artigos de laboratório ou de farmácia ;6,5
39269040;01;Exclusivamente de laboratório de análises clínicas;0
39269050;;Acessórios do tipo utilizado em linhas de sangue para hemodiálise, tais como: obturadores, incluindo os reguláveis (clamps), clipes e semelhantes ;9,75
3926906;;Anéis de seção transversal circular (O-rings);
39269061;;De tetrafluoretileno e éter perfluorometilvinil ;9,75
39269069;;Outros ;9,75
39269090;;Outras ;9,75
39269090;01;Forma para fabricação de calçados;0
39269090;02;Máscara de proteção;0
39269090;03;Revestimento para canais de irrigação, de PVC flexível ou semelhante, com ilhoses para fixação no solo;5,2
39269090;04;Cinto, colete, boia e equipamento semelhante de salvamento;6,5
39269090;05;Brincos e pulseiras para identificação de animais;6,5
39269090;06;Cabos para ferramentas, utensílios e aparelhos;6,5
39269090;07;Parafusos e porcas;6,5
39269090;08;Recipiente com serpentina e depósito para gelo, próprio para gelar bebidas;13
39269090;09;Leques e ventarolas;13
39269090;10;Bolsas para coleta de sangue e seus componentes e bolsas de diálise peritoneal (infusão e drenagem);0
4001;;Borracha natural, balata, guta-percha, guaiúle, chicle e gomas naturais análogas, em formas primárias ou em chapas, folhas ou tiras.;
40011000;;- Látex de borracha natural, mesmo pré-vulcanizado ;0
40012;;- Borracha natural noutras formas:;
40012100;;-- Folhas fumadas ;0
40012200;;-- Borracha natural tecnicamente especificada (TSNR) ;0
400129;;-- Outras;
40012910;;Crepadas ;0
40012920;;Granuladas ou prensadas ;0
40012990;;Outras ;0
40013000;;- Balata, guta-percha, guaiúle, chicle e gomas naturais análogas ;0
4002;;Borracha sintética e borracha artificial derivada dos óleos, em formas primárias ou em chapas, folhas ou tiras, misturas dos produtos da posição 40.01 com produtos da presente posição, em formas primárias ou em chapas, folhas ou tiras.;
40021;;- Borracha de estireno-butadieno (SBR), borracha de estireno-butadieno carboxilada (XSBR):;
400211;;-- Látex;
40021110;;De estireno-butadieno (SBR) ;3,25
40021120;;De estireno-butadieno carboxilada (XSBR) ;3,25
400219;;-- Outras;
4002191;;De estireno-butadieno (SBR);
40021911;;Em chapas, folhas ou tiras ;3,25
40021912;;Grau alimentício de acordo com o estabelecido pelo Food Chemical Codex, em formas primárias;3,25
40021919;;Outras ;3,25
40021920;;De estireno-butadieno carboxilada (XSBR) ;3,25
40022;;- Borracha de butadieno (BR);
40022010;;Óleo ;3,25
4002209;;Outras ;
40022091;;1,2- polibutadieno sindiotáctico;3,25
40022099;;Outras;3,25
40023;;- Borracha de isobuteno-isopreno (butila) (IIR), borracha de isobuteno-isopreno halogenada (CIIR ou BIIR):;
40023100;;-- Borracha de isobuteno-isopreno (butila) (IIR) ;3,25
40023900;;-- Outras ;3,25
40024;;- Borracha de cloropreno (clorobutadieno) (CR):;
40024100;;-- Látex ;3,25
40024900;;-- Outras ;3,25
40025;;- Borracha de acrilonitrila-butadieno (NBR):;
40025100;;-- Látex ;3,25
40025900;;-- Outras ;3,25
40026000;;- Borracha de isopreno (IR) ;3,25
40027000;;- Borracha de etileno-propileno-dieno não conjugado (EPDM) ;3,25
40028000;;- Misturas dos produtos da posição 40.01 com produtos da presente posição ;3,25
40029;;- Outras:;
40029100;;-- Látex ;3,25
400299;;-- Outras;
40029910;;Borracha estireno-isopreno-estireno ;3,25
40029920;;Borracha etileno-propileno-dieno não conjugado-propileno (EPDM-propileno) ;3,25
40029930;;Borracha acrilonitrila-butadieno hidrogenada ;3,25
40029990;;Outras ;3,25
40030000;;Borracha regenerada, em formas primárias ou em chapas, folhas ou tiras. ;3,25
40040000;;Desperdícios, resíduos e aparas, de borracha não endurecida, mesmo reduzidos a pó ou a grânulos. ;NT
4005;;Borracha misturada, não vulcanizada, em formas primárias ou em chapas, folhas ou tiras.;
40051;;- Borracha adicionada de negro de fumo ou de sílica;
40051010;;Borracha etileno-propileno-dieno não conjugado-propileno (EPDM-propileno), com sílica e plastificante, em grânulos ;3,25
40051090;;Outras ;3,25
40052000;;- Soluções, dispersões, exceto as da subposição 4005.10 ;3,25
40059;;- Outras:;
400591;;-- Chapas, folhas e tiras;
40059110;;Preparações base para a fabricação de gomas de mascar ;3,25
40059190;;Outras ;3,25
400599;;-- Outras;
40059910;;Preparações base para a fabricação de gomas de mascar ;3,25
40059990;;Outras ;3,25
4006;;Outras formas (por exemplo, varetas, tubos, perfis) e artigos (por exemplo, discos, arruelas (anilhas)), de borracha não vulcanizada.;
40061000;;- Perfis para recauchutagem ;3,25
40069000;;- Outros ;3,25
4007;;Fios e cordas, de borracha vulcanizada.;
4007001;;Fios;
40070011;;Recobertos com silicone, mesmo paralelizados ;0
40070019;;Outros ;0
40070020;;Cordas ;0
4008;;Chapas, folhas, tiras, varetas e perfis, de borracha vulcanizada não endurecida.;
40081;;- De borracha alveolar:;
40081100;;-- Chapas, folhas e tiras ;6,5
40081900;;-- Outros ;6,5
40082;;- De borracha não alveolar:;
40082100;;-- Chapas, folhas e tiras ;6,5
40082100;01;"Remendo e manchão, com superfície recoberta de produtos autovulcanizantes a frio e
protegidos por papel, plástico ou outra matéria";3,25
40082900;;-- Outros ;6,5
4009;;Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo, juntas, cotovelos, flanges, uniões).;
40091;;- Não reforçados com outras matérias nem associados de outra forma com outras matérias:;
40091100;;-- Sem acessórios ;6,5
400912;;-- Com acessórios;
40091210;;Com uma pressão de ruptura igual ou superior a 17,3 MPa ;6,5
40091290;;Outros ;6,5
40092;;- Reforçados apenas com metal ou associados de outra forma apenas com metal:;
400921;;-- Sem acessórios;
40092110;;Com uma pressão de ruptura igual ou superior a 17,3 MPa ;6,5
40092190;;Outros ;6,5
400922;;-- Com acessórios;
40092210;;Com uma pressão de ruptura igual ou superior a 17,3 MPa ;6,5
40092290;;Outros ;6,5
40093;;- Reforçados apenas com matérias têxteis ou associados de outra forma apenas com matérias têxteis:;
40093100;;-- Sem acessórios ;6,5
400932;;-- Com acessórios;
40093210;;Com uma pressão de ruptura igual ou superior a 17,3 MPa ;6,5
40093290;;Outros ;6,5
40094;;- Reforçados com outras matérias ou associados de outra forma com outras matérias:;
40094100;;-- Sem acessórios ;6,5
400942;;-- Com acessórios;
40094210;;Com uma pressão de ruptura igual ou superior a 17,3 MPa ;6,5
40094290;;Outros ;6,5
401;;Correias transportadoras ou de transmissão, de borracha vulcanizada.;
40101;;- Correias transportadoras:;
40101100;;-- Reforçadas apenas com metal ;6,5
40101200;;-- Reforçadas apenas com matérias têxteis ;6,5
40101900;;-- Outras ;6,5
40103;;- Correias de transmissão:;
40103100;;-- Correias de transmissão sem fim, de seção trapezoidal, estriadas, com uma circunferência externa superior a 60 cm, mas não superior a 180 cm ;6,5
40103200;;-- Correias de transmissão sem fim, de seção trapezoidal, não estriadas, com uma circunferência externa superior a 60 cm, mas não superior a 180 cm ;6,5
40103300;;-- Correias de transmissão sem fim, de seção trapezoidal, estriadas, com uma circunferência externa superior a 180 cm, mas não superior a 240 cm ;6,5
40103400;;-- Correias de transmissão sem fim, de seção trapezoidal, não estriadas, com uma circunferência externa superior a 180 cm, mas não superior a 240 cm ;6,5
40103500;;-- Correias de transmissão sem fim, síncronas, com uma circunferência externa superior a 60 cm, mas não superior a 150 cm ;6,5
40103600;;-- Correias de transmissão sem fim, síncronas, com uma circunferência externa superior a 150 cm, mas não superior a 198 cm ;6,5
40103900;;-- Outras ;6,5
4011;;Pneumáticos novos, de borracha.;
40111000;;- Do tipo utilizado em automóveis de passageiros (incluindo os veículos de uso misto (station wagons) e os automóveis de corrida) ;9,75
40112;;- Do tipo utilizado em ônibus (autocarros) ou caminhões;
40112010;;De medida 11,00-24 ;1,3
40112090;;Outros ;1,3
40113000;;- Do tipo utilizado em veículos aéreos ;0
40114000;;- Do tipo utilizado em motocicletas ;15
40115000;;- Do tipo utilizado em bicicletas ;15
40117;;- Do tipo utilizado em veículos e máquinas agrícolas ou florestais;
40117010;;Nas seguintes medidas: 4,00-15, 4,00-18, 4,00-19, 5,00-15, 5,00-16, 5,50-16, 6,00-16, 6,00-19, 6,00-20, 6,50-16, 6,50-20, 7,50-16, 7,50-18, 7,50-20 ;9,75
40117010;01;Para máquinas e tratores agrícolas;1,3
40117090;;Outros ;9,75
40117090;01;Para máquinas e tratores agrícolas;1,3
40118;;- Do tipo utilizado em veículos e máquinas para a construção civil, de mineração e de manutenção industrial;
40118010;;"Radiais, para dumpers concebidos para serem utilizados fora de rodovias, com seção de largura igual ou superior a 940 mm (37""), para aros de diâmetro igual ou superior a 1.448 mm (57"") ";9,75
40118020;;"Outros, com seção de largura igual ou superior a 1.143 mm (45""), para aros de diâmetro igual ou superior a 1.143 mm (45"") ";9,75
40118090;;Outros ;9,75
40119;;- Outros;
40119010;;"Com seção de largura igual ou superior a 1.143 mm (45""), para aros de diâmetro igual ou superior a 1.143 mm (45"") ";9,75
40119090;;Outros ;9,75
4012;;Pneumáticos recauchutados ou usados, de borracha, pneus maciços ou ocos, bandas de rodagem para pneumáticos e flaps, de borracha.;
40121;;- Pneumáticos recauchutados:;
40121100;;-- Do tipo utilizado em automóveis de passageiros (incluindo os veículos de uso misto (station wagons) e os automóveis de corrida) ;0
40121100;01;Remoldados;9,75
40121200;;-- Do tipo utilizado em ônibus (autocarros) ou caminhões ;0
40121200;01;Remoldados;1,3
40121300;;-- Do tipo utilizado em veículos aéreos ;0
40121900;;-- Outros ;0
40121900;01;Remoldados, exceto para máquinas e tratores agrícolas;9,75
40121900;02;Remoldados, para máquinas e tratores agrícolas;1,3
40122000;;- Pneumáticos usados ;0
40129;;- Outros;
40129010;;Flaps ;0
40129090;;Outros ;0
4013;;Câmaras de ar de borracha.;
40131;;- Do tipo utilizado em automóveis de passageiros (incluindo os veículos de uso misto (station wagons) e os automóveis de corrida), ônibus (autocarros) ou caminhões;
40131010;;Para pneumáticos do tipo utilizado em ônibus ou caminhões, de medida 11,00-24 ;1,3
40131090;;Outras ;9,75
40131090;01;Dos tipos utilizados em ônibus ou caminhões;1,3
40132000;;- Do tipo utilizado em bicicletas ;15
40139000;;- Outras ;9,75
40139000;01;Dos tipos utilizados em colheitadeiras ou tratores agrícolas;1,3
4014;;Artigos de higiene ou de farmácia (incluindo os bicos (tetinas) para mamadeiras (biberões)), de borracha vulcanizada não endurecida, mesmo com partes de borracha endurecida.;
40141000;;- Preservativos ;0
40149;;- Outros;
40149010;;Bolsas para gelo ou para água quente ;9,75
40149090;;Outros ;9,75
4015;;Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes), de borracha vulcanizada não endurecida, para quaisquer usos.;
40151;;- Luvas, mitenes e semelhantes:;
40151200;;-- Do tipo utilizado em medicina, cirurgia, odontologia ou veterinária ;0
40151900;;-- Outras ;9,75
40151900;01;De segurança e proteção;0
40159000;;- Outros ;9,75
40159000;01;Vestuário de segurança e proteção, mesmo com seus acessórios;0
4016;;Outras obras de borracha vulcanizada não endurecida.;
40161;;- De borracha alveolar;
40161010;;Partes de veículos automóveis ou tratores e de máquinas ou aparelhos, não domésticos, dos Capítulos 84, 85 ou 90 ;11,7
40161090;;Outras ;11,7
40169;;- Outras:;
40169100;;-- Revestimentos para pisos (pavimentos) e tapetes ;6,5
40169100;01;Tapetes próprios para ônibus ou caminhões;1,95
40169100;02;Tapetes próprios para veículos automóveis, exceto ônibus ou caminhões;9,75
40169200;;-- Borrachas de apagar ;0
40169300;;-- Juntas, gaxetas e semelhantes ;5,2
40169400;;-- Defensas, mesmo infláveis, para atracação de embarcações ;5,2
401695;;-- Outros artigos infláveis;
40169510;;De salvamento ;9,75
40169590;;Outros ;9,75
401699;;-- Outras;
40169910;;Tampões vedadores para condensadores, de EPDM, com perfurações para terminais ;11,7
40169990;;Outras ;11,7
40169990;01;Sapatas;0
40169990;02;Partes dos produtos das posições 86.08, 87.10 e 87.13;0
40169990;03;Viras para calçados;3,25
40170000;;Borracha endurecida (ebonite, por exemplo) sob qualquer forma, incluindo os desperdícios e resíduos, obras de borracha endurecida. ;11,7
40170000;01;Placas de borracha endurecida com encaixes de sobreposição, obtidas pela trituração de sucata de pneumáticos;2,6
40170000;02;Estrado de borracha endurecida, obtido pela trituração de sucata de pneumáticos;2,6
40170000;03;Borracha endurecida sob quaisquer formas, incluídos os desperdícios e resíduos;9,75
4101;;Couros e peles em bruto de bovinos (incluindo os búfalos) ou de equídeos (frescos ou salgados, secos, tratados pela cal, piquelados ou conservados de outro modo, mas não curtidos, nem apergaminhados, nem preparados de outro modo), mesmo depilados ou divididos.;
41012000;;- Couros e peles em bruto, inteiros, não divididos, de peso unitário não superior a 8 kg quando secos, a 10 kg quando salgados a seco e a 16 kg quando frescos, salgados a úmido ou conservados de outro modo ;NT
41015;;- Couros e peles em bruto, inteiros, de peso unitário superior a 16 kg;
41015010;;Sem dividir ;NT
41015020;;Divididos, com o lado flor ;NT
41015030;;Divididos, sem o lado flor ;NT
41019;;- Outros, incluindo dorsos (crepões*), meios-dorsos (meios-crepões*) e flancos (partes laterais);
41019010;;Sem dividir ;NT
41019020;;Divididos, com o lado flor ;NT
41019030;;Divididos, sem o lado flor ;NT
4102;;Peles em bruto de ovinos (frescas ou salgadas, secas, tratadas pela cal, piqueladas ou conservadas de outro modo, mas não curtidas, nem apergaminhadas, nem preparadas de outro modo), mesmo depiladas ou divididas, com exceção das excluídas pela Nota 1 c) do presente Capítulo.;
41021000;;- Com lã (não depiladas) ;NT
41022;;- Depiladas ou sem lã:;
41022100;;-- Piqueladas ;NT
41022900;;-- Outras ;NT
4103;;Outros couros e peles em bruto (frescos ou salgados, secos, tratados pela cal, piquelados ou conservados de outro modo, mas não curtidos, nem apergaminhados, nem preparados de outro modo), mesmo depilados ou divididos, com exceção dos excluídos pelas Notas 1 b) ou 1 c) do presente Capítulo.;
41032000;;- De répteis ;NT
41033000;;- De suínos ;NT
41039000;;- Outros ;NT
4104;;Couros e peles curtidos ou crust, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, mas não preparados de outro modo.;
